adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,"{'id': 115225, 'name': 'Children of the Corn Collection', 'poster_path': '/v6auJblMcNxUmZx23mQXMHmzyY3.jpg', 'backdrop_path': '/g4aK8Up5zSegesJdMYbxDcndn20.jpg'}",800000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,10823,tt0087050,en,Children of the Corn,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,11.84696,/zH77CDSRPeYfZZJyyKSt84j62m8.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}, {'name': 'Cinema Group', 'id': 5093}, {'name': 'Planet Productions', 'id': 6562}, {'name': 'Angeles Entertainment Group', 'id': 12591}, {'name': 'Inverness Productions', 'id': 12592}, {'name': 'Gatlin', 'id': 52197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-03-09,14000000.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,In their world adults are not allowed... to live.,Children of the Corn,False,5.6,243.0
False,"{'id': 140910, 'name': 'All Dogs Go to Heaven Collection', 'poster_path': '/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg', 'backdrop_path': '/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg'}",13800000,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,11497,tt0096787,en,All Dogs Go to Heaven,"When a casino owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy to prep his retaliation. He also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",7.068389,/fb6CRpryYQB5eqjohSnLbjHxJQK.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Sullivan Bluth Studios', 'id': 6422}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-11-17,27100027.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,But not all dogs stay there!,All Dogs Go to Heaven,False,6.3,244.0
False,"{'id': 11716, 'name': 'Addams Family Collection', 'poster_path': '/iqAjYCir8x2fc8eeQ2k4qZqOMP1.jpg', 'backdrop_path': '/gS5yZLrSJ6uNbsz17xoxf70X2Ws.jpg'}",30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,2907,tt0101272,en,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Orion Pictures', 'id': 41}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-11-22,191502426.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Weird Is Relative,The Addams Family,False,6.7,871.0
False,,26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,9454,tt0120631,en,EverAfter,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",13.309701,/1ELrosU04wEbfmxK9wLBjdEECqm.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-31,65705772.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Desire. Defy. Escape.,Ever After: A Cinderella Story,False,6.8,408.0
False,,73000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,8688,tt0120832,en,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",11.604533,/i49r4ycCQAoGh2esfnL57PWGNh.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DeBart', 'id': 2519}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-07,103891409.0,98.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Believe everything except your eyes.,Snake Eyes,False,5.8,331.0
False,,300000,"[{'id': 18, 'name': 'Drama'}]",,118452,tt0128214,en,"First Love, Last Rites",Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,0.546143,/wJYpcNbeRqEqPM52nIzBiPgCsgc.jpg,"[{'name': 'Forensic Films', 'id': 2813}, {'name': 'Toast Films', 'id': 40126}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-07,40542.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"First Love, Last Rites",False,3.0,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,16155,tt0120813,en,Safe Men,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.",3.383704,/VqGFoorATbqU41Pmhz5VwCrXM4.jpg,"[{'name': 'October Films', 'id': 236}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Blue Guitar Films', 'id': 40263}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-17,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the world of disorganised crime.,Safe Men,False,6.3,17.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",,48894,tt0120056,en,Die Salzmänner von Tibet,"Four men from a nomadic Tibetan tribe undertake their annual, ritualistic pilgrimage to a sacred salt lake. Salt gathered in this traditional fashion will be sold to provide the economic livelihood of the tribe for the coming year. The journey, necessary for the group's survival, also incorporates a number of rituals necessary for their culture to survive in the modern world.",0.113565,/yVgqD24O6aWeRjgNQrcij5tbglx.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",1997-04-25,0.0,108.0,"[{'iso_639_1': 'bo', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Saltmen of Tibet,False,6.5,3.0
False,,7200000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,23954,tt0080388,en,Atlantic City,"Lou (Burt Lancaster), a small time gangster who thinks he used to be something big, meets and falls for a sexy casino employee named Sally (Susan Sarandon). She needs his help realizing her dream of going to Monte Carlo, a symbol of the glamorous life that she has been looking for so desperately.",3.835188,/cTGhfa9MZOcVAmYHafOSYQAljfE.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Famous Players Limited', 'id': 16914}, {'name': 'Selta Films', 'id': 25762}, {'name': 'International Cinema Corporation (ICC)', 'id': 25765}, {'name': 'Cine-Neighbor', 'id': 25766}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1980-09-02,12729678.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"She made him become what he always wanted to be - a lover, a hero, a rich man...and a killer!",Atlantic City,False,6.7,58.0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",,12761,tt0077711,sv,Höstsonaten,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",4.850503,/2ZskjUMmMRhWSR781fDfuWE2kl2.jpg,"[{'name': 'Personafilm', 'id': 7447}, {'name': 'Incorporated Television Company (ITC)', 'id': 15980}, {'name': 'Filmédis', 'id': 17085}, {'name': 'Suede Film', 'id': 26239}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1978-10-08,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Autumn Sonata,False,7.8,83.0
False,,7500000,"[{'id': 18, 'name': 'Drama'}]",,396,tt0061184,en,Who's Afraid of Virginia Woolf?,Mike Nichols’ film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naïve newlywed guests have made their night.,5.564294,/meHvC3nTKd2jE4oSytADtGjR09l.jpg,"[{'name': 'Chenault Productions', 'id': 1684}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-06-21,33736689.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,You are cordially invited to George and Martha's for an evening of fun and games,Who's Afraid of Virginia Woolf?,False,7.8,199.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",,14367,tt0092513,en,Adventures in Babysitting,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",7.230508,/cYCpqHVoZvf5x4bO8EA68YBX1N.jpg,"[{'name': 'Silver Screen Partners III', 'id': 554}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-01,34368475.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She thought babysitting was easy money - until she started hanging out with the Andersons.,Adventures in Babysitting,False,6.6,169.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",,11814,tt0090305,en,Weird Science,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",11.104542,/6sK6ywu1dgp3QrCsT6JclKTjV0Q.jpg,"[{'name': 'Universal Studios', 'id': 13}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-08-01,38934048.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you can't get a date, make one!",Weird Science,False,6.4,375.0
False,,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,16081,tt0061584,en,Doctor Dolittle,"Get ready for the wildest adventure of a lifetime in the most ambitious production ever brought to film. Earning a 1967 Academy Award nomination for Best Picture, this dazzling fantasy turns both ordinary and exotic animals into talking, dancing and singing sensations! Rex Harrison is unforgettable in this inspiring adaptation of Hugh Lofting's classic stories.Step into the English country home of the good doctor as he performs remarkable treatments on the wildest variety of patients you could imagine. Discover his secret cures and watch with wide-eyed excitement as he and his four-legged, fine-feathered friends charm their way into your heart!",3.896319,/odRPCp8hurrZpdrnRXm5oqn1DjH.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-12-19,9000000.0,152.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Ride across the sea inside the GIANT PINK SEA SNAIL!,Doctor Dolittle,False,6.0,42.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,18331,tt0057372,en,The Nutty Professor,"Jerry Lewis directed, co-wrote and starred in this riotously funny movie that set a new standard for screen comedy and inspired the hit remake. Lewis plays a timid, nearsighted chemistry teacher who discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",6.36551,/sqHQK1OhC3zZgJVpGhHt6AuRJfK.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jerry Lewis Enterprises', 'id': 22745}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-06-04,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,What does he become? What kind of monster?,The Nutty Professor,False,6.6,90.0
False,"{'id': 263193, 'name': ""Charlotte's Web Collection"", 'poster_path': '/7sg3elvEwetbPtTbMwr9IuegAtD.jpg', 'backdrop_path': '/1FanC71rFOOJukt95FedjAI5iBk.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,15171,tt0070016,en,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",7.574372,/aX0r77IQffLo3Efo6sP2ORwIcEM.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Hanna-Barbera Productions', 'id': 1353}, {'name': 'Sagittarius Productions', 'id': 18170}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-03-01,0.0,94.0,[],Released,That humble radiant terrific book is now a humble radiant terrific movie.,Charlotte's Web,False,6.2,100.0
False,,1000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",,11837,tt0078480,en,Watership Down,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",5.602126,/879iEKkJMSXSbgqjs3tVOQceNUK.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'Nepenthe Productions', 'id': 5016}, {'name': 'Watership Productions', 'id': 47264}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1978-10-14,3713768.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you.",Watership Down,False,7.3,159.0
False,"{'id': 141292, 'name': 'The Secret Of NIMH Collection', 'poster_path': '/y0S9nsG7bDUgblBiYd0pciE57zr.jpg', 'backdrop_path': '/z9k5Uu2vXRDSclQU35bb7PhMG6U.jpg'}",7000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,11704,tt0084649,en,The Secret of NIMH,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",10.812275,/qXvgbM2cIjkoOPgzxn0hwiSUqk6.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Aurora', 'id': 32178}, {'name': 'Mrs. Brisby Ltd.', 'id': 90400}, {'name': 'Don Bluth Productions', 'id': 90512}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-06-17,14665733.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Right before your eyes and beyond your wildest dreams.,The Secret of NIMH,False,7.5,186.0
